# Spherical Bessel functions via up and down recursion
0.100000000000 7.271510996714e-21 -5.646698220813e+02 1.000000000000e+00
0.200000000000 7.441172528051e-18 -1.371593364500e-01 1.000000000000e+00
0.300000000000 4.286292970560e-16 3.908255790907e-04 9.999999999978e-01
0.400000000000 7.599905487801e-15 -3.662896398665e-04 1.000000000000e+00
0.500000000000 7.064123963662e-14 -2.153572674324e-05 1.000000000000e+00
0.600000000000 4.363466946970e-13 3.815484341554e-06 9.999997712759e-01
0.700000000000 2.032690813659e-12 -7.701172349953e-07 1.000000000000e+00
0.800000000000 7.701462808418e-12 -3.546635072842e-07 1.000000000000e+00
0.900000000000 2.491675128449e-11 2.769320684278e-08 9.982021328969e-01
1.000000000000 7.116552640047e-11 4.001014853346e-08 9.964489424526e-01
1.100000000000 1.837426794263e-10 5.860302284126e-09 9.391987715067e-01
1.200000000000 4.364345826223e-10 -4.876726162339e-09 1.000000000000e+00
1.300000000000 9.664368164625e-10 -1.533026703125e-09 1.000000000000e+00
1.400000000000 2.015872411662e-09 2.260300546156e-09 5.716048833957e-02
1.500000000000 3.993440699484e-09 3.449675234300e-09 7.305615954683e-02
1.600000000000 7.563022131425e-09 7.336672749299e-09 1.519154478922e-02
1.700000000000 1.376747420141e-08 1.372920403310e-08 1.391810602760e-03
1.800000000000 2.419735543954e-08 2.419953470229e-08 4.502898317974e-05
1.900000000000 4.121588066444e-08 4.128500793822e-08 8.378973239572e-04
2.000000000000 6.825300864975e-08 6.834199102436e-08 6.514321521585e-04
2.100000000000 1.101831559004e-07 1.101868597919e-07 1.680760217233e-05
2.200000000000 1.738025761244e-07 1.738001158513e-07 7.077830836031e-06
2.300000000000 2.684238995677e-07 2.684388372317e-07 2.782399120762e-05
2.400000000000 4.066066422523e-07 4.066091553403e-07 3.090308773549e-06
2.500000000000 6.050436229639e-07 6.050455909407e-07 1.626307265338e-06
2.600000000000 8.856241150972e-07 8.856258411997e-07 9.745109603163e-07
2.700000000000 1.276695160530e-06 1.276698377607e-06 1.259922097650e-06
2.800000000000 1.814542733631e-06 1.814542831959e-06 2.709448967523e-08
2.900000000000 2.545114317201e-06 2.545113721273e-06 1.170729333979e-07
3.000000000000 3.526003893175e-06 3.526002897773e-06 1.411515970286e-07
3.100000000000 4.828719317715e-06 4.828719593998e-06 2.860831043351e-08
3.200000000000 6.541250506097e-06 6.541250770453e-06 2.020679614111e-08
3.300000000000 8.770954766466e-06 8.770954839112e-06 4.141315202601e-09
3.400000000000 1.164777296879e-05 1.164777266183e-05 1.317649260198e-08
3.500000000000 1.532778699940e-05 1.532778723723e-05 7.758161645539e-09
3.600000000000 1.999712512398e-05 1.999712513428e-05 2.575092814603e-10
3.700000000000 2.587621746329e-05 2.587621748157e-05 3.531739594548e-10
3.800000000000 3.322439878664e-05 3.322439880174e-05 2.272771376727e-10
3.900000000000 4.234485026902e-05 4.234485021000e-05 6.968580005063e-10
4.000000000000 5.358986576863e-05 5.358986580451e-05 3.347041292042e-10
4.100000000000 6.736642160562e-05 6.736642166344e-05 4.291689891714e-10
4.200000000000 8.414202181097e-05 8.414202185061e-05 2.355393238229e-10
4.300000000000 1.044507834309e-04 1.044507834213e-04 4.588329679951e-11
4.400000000000 1.288997187895e-04 1.288997187805e-04 3.513970832320e-11
4.500000000000 1.581751637146e-04 1.581751637157e-04 3.453009841042e-12
4.600000000000 1.930492927115e-04 1.930492927181e-04 1.715789219181e-11
4.700000000000 2.343866540299e-04 2.343866540278e-04 4.597251211206e-12
4.800000000000 2.831506496140e-04 2.831506496187e-04 8.304475638224e-12
4.900000000000 3.404098771809e-04 3.404098771836e-04 4.079096760794e-12
5.000000000000 4.073442442495e-04 4.073442442525e-04 3.762888129596e-12
5.100000000000 4.852507569730e-04 4.852507569735e-04 5.346711491891e-13
5.200000000000 5.755488802379e-04 5.755488802353e-04 2.233021902042e-12
5.300000000000 6.797853598140e-04 6.797853598176e-04 2.656575818417e-12
5.400000000000 7.996383925006e-04 7.996383924974e-04 1.987834526195e-12
5.500000000000 9.369210263386e-04 9.369210263375e-04 5.682415719496e-13
5.600000000000 1.093583670176e-03 1.093583670177e-03 5.962407855154e-13
5.700000000000 1.271715590294e-03 1.271715590293e-03 2.734983038567e-13
5.800000000000 1.473545271542e-03 1.473545271540e-03 8.503386186643e-13
5.900000000000 1.701439521584e-03 1.701439521583e-03 2.770023138647e-13
6.000000000000 1.957901199507e-03 1.957901199506e-03 1.956978461696e-13
6.100000000000 2.245565454314e-03 2.245565454314e-03 6.566341460889e-15
6.200000000000 2.567194364665e-03 2.567194364665e-03 1.197726749283e-13
6.300000000000 2.925669878837e-03 2.925669878837e-03 3.424182661972e-14
6.400000000000 3.323984963150e-03 3.323984963150e-03 5.675452208836e-14
6.500000000000 3.765232878114e-03 3.765232878114e-03 1.497344647577e-14
6.600000000000 4.252594514290e-03 4.252594514289e-03 1.121783312024e-14
6.700000000000 4.789323734271e-03 4.789323734271e-03 6.519714327129e-15
6.800000000000 5.378730683229e-03 5.378730683229e-03 2.499494347382e-15
6.900000000000 6.024163048075e-03 6.024163048075e-03 7.918925037165e-16
7.000000000000 6.728985264346e-03 6.728985264346e-03 1.147204097622e-14
7.100000000000 7.496555690336e-03 7.496555690336e-03 7.751991560623e-15
7.200000000000 8.330201789584e-03 8.330201789584e-03 2.186573261710e-14
7.300000000000 9.233193385498e-03 9.233193385498e-03 6.293947718727e-15
7.400000000000 1.020871407538e-02 1.020871407538e-02 8.921102287351e-15
